post,subject
我也遇到一个问题，马上给内蒙一家银行做项目，我们公司方案是因子分析进行降维，但是我感觉这个未必很好，所以就打算用变量聚类，而且这次鉴于他们银行数据不好，打算用AHP法进行权重确认，然后建立评分卡模型。,统计
对于无监督学习，要想降维，或者说筛选出有价值的指标，现在常用的主成份或者因子分析，但是这两个方法降低后的维度，都是产生新的变量，不是从原始的变量里面筛选出来的，如果是有监督学习，我可以通过IV，gini系数或者单变量ROC曲线来筛选，但是对于无监督学习，你有没有一些好的建议。我现在就用的变量聚类，就是不知道效果怎么样？,统计
在做聚类分析之前，是不是需要做主成份分析或者银因子分析，来得出变量间的共线性，确定用哪些变量来进行聚类？,统计
咨询个问题：在做聚类分析时（k-means，或者dbscan的密度聚类等），是否需要保证所用的变量与变量之间非相关？,统计
请问各位，用平均差的方式计算离中趋势的缺点是什么？,统计
请教老师：几个指标，过了一年后，比较这几个指标的变化，用什么数据挖掘方法呢？谢谢。,统计
"请问在用stata合并CHNS的数据的时候，为了唯一确定一个个体，可以把idind和wave作为索引吗？我看到许多小伙伴说用hhid,lind,commid，wave四个同时来做索引，难道idind不是由hhid,lind,commid组合起来的编号吗，用idind来替换hhid,lind,commid不是更简便嘛？拜托各位大神啦，在线等",统计
"请问下这几个变量是属于面板数据类型吗？如何建立模型？谢谢啦
",统计
Stata如何实现分类条件下求分位数并赋值？,统计
请问有了解关于DMSP/OLS夜间灯光数据处理的大神们吗？刚刚接触，有些问题不太明白。求大神们指点啊！！！,统计
"求助各位大神：本人建立了一个双对数回归模型，目的就是求回归系数作为弹性，考察两个变量之间的关系。那么问题来了：

1、双对数回归模型的检验步骤是否跟一般的线性回归模型一样，包括：拟合优度和统计量的检验？是否还要检验残差？

2、如果需要检验残差的话，我发现残差存在一阶自相关，要用ar（1）消除自相关，那最终得出的回归方程是否还有经济意义？（因为起初建立的双对数回归已经取过对数了，再用差分法的话，模型还有意义么？）本人纯文，Eviews是自己看书学的，基础不牢，求详细解答！
",统计
请问，什么是前视误差（look-aheadbias）？怎样在金融数据中剔除前视误差？,统计
我在研究我国船舶外移对我国海运服务的影响，单从数据上看，随着船舶外移比例越大，我国海运服务贸易逆差越大，然后我用动态面板广义矩估计入手，研究两者的关系，但是就海运服务贸易差额来说存在量纲问题，差额肯能会拟合的很不好，有可能就是因为随着时间的变化，贸易总额在数量级式的增长，然后差额的绝对值越来越大，但是差额实际占贸易总额的比例并没有扩大，这样做出来的结果是我国船舶外移对我国海运服务贸易并没有显著影响，我们导师说我的结果有违预期，是不是需要在模型上做修改？,统计
在EVIEWS中怎么做时间序列STR模型中的线性检验和参数估计呢？着急啊,统计
"调节变量的回归系数显著，但交互项的调节效应不显著，这说明什么？是不是意味着我假设的调节变量就不是调节变量，变成因变量了？求大神解答


",统计
"有很多论文都用主成份分析来评估基金的综合绩效。但是，指标的选取让我困惑。比如收益和风险，收益越大越好，风险越大越不好。那在主成份分析得出的结果，收益的系数是正，风险的系数也是正，那岂不是风险越大也能使最终的得分越大？

还有一例，夏普和特雷诺指数都是越大越好，但是得出的结果一正一负。那么正的越大越能提高最终得分，负的越大却会越降低得分。明明两者都是越大越好，但是对最终得分的贡献却是不同向。

那为什么还能用那个得分来排名？？",统计
"请教大虾们：


??时间序列时差相关分析：1.是否可以通过互相关分析或交叉相关分析（Cross?Correlation）来实现？2.对时间序列有条件要求吗？比如要求序列数据平稳性？指标数据无量纲化（方法有哪些？）？3.月度数据是否要消除季节因素和通胀因素？谢谢！


",统计
"求解三元方程组，为什么解中含有未知数？syms p1 p2 x a b v ;
y1= -2*p1+(1-a*b)*p2+(a+1)*x+v;
y2=(1-a*b)*p1-2*p2+(b-1)*x+a*b*v;
y3=(a+1)*p1+(b-1)*p2-2*x-a*v;
[p1,p2,x]=solve(y1,y2,y3)
",统计
请问哪位大神熟悉WinBUGS？,统计
初学者提问，求教大神：请问我的数据是面板数据在用stata过程中有两个变量分别进行差分和滞后之后结果显著了，请问这样做出来的结果可信吗？使用差分和滞后有没有什么条件呢？,统计
用SPSS检验量表的效度，原量表是有四个维度，但用主成分分析检验出来只有一个维度，这种情况要如何调整,统计
请教高手，如何在AMOS中利用合成变量将抛物线性关系引入？急！！！,统计
"在一个面板数据中，两个变量之间的相关性显著为负，但是分年度之后（只保留某个年度），相关性显著为正，这说明样本存在什么特征？这种特征对多元回归会产生什么影响？如果存在问题该如何解决？

（在回归分析时，用OLS加入控制变量后，上述两个变量的系数仍为正。）",统计
初学者提问：stata中如何做中介效应的Sobel检验呢？求大神指点~~~,统计
SPSS如何做面板数据配对样本t检验？,统计
"各位大神，能请问一下，我在运用spss软件进行回归分析时是否一定要求因变量是由总体分布为正态分布中抽取的样本，如果从实验获得数据不知道是否符合正态分布，还可以使用多元线性回归分析吗
",统计
"在数据带有异常点的情况下,回归系数的估计通常采用M-估计或者R估计,但是请问在SAS里,是否有专门的模块用来实现M-估计和R-估计的?还是需要自己编程?",统计
如何用SAS做GJR-GARCH?,统计
如何用SAS中的ETS计算每年度的平均增长量？,统计
"求问如何使用滞后一期的变量做工具变量回归？
是ivreg2slsy_tx1x2(x3=y_t-1),
还是ivreg2slsy_tx1(x2x3=x2_t-1x3_t-1)？
文章想说是x引起的y，那解决内生性的时候应该是考虑t-1的y引起了t期的x吧，就应该是第一种，但是这样的话内生变量的数量就得不大于工具变量的数目，也就是只能选一个x被y_t-1解释了，这也不对啊。。。
如果是第二种的话，就要生成很多x_t-1,然后stata还不能分辨t-1是针对哪一个x的iv。。。
",统计
请教一下，比较两个序次logit模型可以用lrtest吗？AB是嵌套模型，由于B加入了一些变量，样本量不一致，做lrtest出错怎么办？,统计
请问灰色关联度计算时可以用极值法无量纲化处理数据吗？另外使用熵权法计算权重时能否用极值法处理量纲不同的数据？,统计
请问stata用spread命令将数据由长变宽时，变量很多应该怎么写命令?,统计
利用Eviews做面板数据分析的具体步骤~求大神解答，谢谢！,统计
自变量是分类变量和连续型变量，因变量是连续型变量，应该用什么模型做回归分析呢？可以用probit吗？,统计
"关于stata中宏观数据与微观数据的匹配问题
大佬们好，我现在手头上有两套数据，一是城市特征数据（如GDP、房价），一是微观数据（CLDS2016的问卷调查数据）；现在我想做回归，探究城市房价对流动人口是否留在城市的决策的影响；
问题是：1、如何实现两套数据的匹配，即城市特征数据匹配到微观数据中的城市编号；2、如何进行回归，是通过虚拟变量吗",统计
网格维数法的计算步骤，很详细的那种,统计
"请问单位根检验时，分别对四个变量进行一阶差分后，发现只有两个变量平稳，两个变量不平稳，可以继续进行二阶差分吗?(二阶差分后各变量都是平稳的，是否可以说明四个变量均为二阶单整序列？）
急需完成论文卡死在这一步，恳请大家不吝赐教，谢谢谢谢",统计
请问截面数据可以采用泊松回归模型吗？还有零膨胀泊松回归模型？,统计
急、求大神指点，现有pdf文件很多，想要提取pdf文件中的一部分数据，pdf文件不是纯表格的，急问stata可以提取吗？怎么才能用stata实现呢？,统计
请论坛大神解救，本人现在做论文，现在需要做分位数自回归，但是死活不会，求各位大神解救，感谢,统计
请问如果用stata想做两阶段最小二乘法，第一步用的是Logit模型进行构造辅助回归式，那第二步应该怎么操作呢？,统计
"因子分析法剔除变量的标准有哪些？
求各位大神，最近在做spss因子分析，发现旋转后成分矩阵中的因子载荷量有的是0.43，载荷量小于多少应该剔除？应该有具体的剔除标准吧，真心搜不到啊，求剔除标准的依据和来源。万分感谢！",统计
请教一个问题，做多群组分析，要检验性别对结构方程模型的影响，是直接选用一个嵌套模型还是比较后选择一个最精简的模型？,统计
我是大数据初学者，想请教个问题有关flume。服务器Linux上已经安装并配备。我本地是不是也要安装flume？,统计
请教大家，C/C++，Java，Python，Scala，做商业数据挖掘更需要哪种背景？,统计
如果想用EXCEL算出50万个订单的平均客单价，该怎么做？,统计
请问用SAS如何检测序列是否为白噪声？,统计
"请教:sas如何确定fisher判别的常数项?
我觉得用proccandisc实现fisher判别的话，求出的判别式好像没有常数项，似乎都是经过原点的，然后用距离远近作类别判定；
可是我的问题是要作出这样的判定：
A-B>2type1
A-2B<1type2
其他type3
请教这类问题怎么用线性判别做到呢，能用fisher么，怎么做呢？
",统计
各位大神，小弟最近在学习回归分析，在网上看到一篇文章《使用SPSS线性回归实现通径分析的方法》，自己安装了spss19.0将文中数据录入尝试分析，但是得不到文中的模型，请大神指导是否我的设置不正确？,统计
"在SAS运行过程中，CMH出来结果有三行,""nonzero"",""rowmean"",""generalassociation""各代表啥意思?",统计
求助！本人做毕业论文，研究资本结构对企业绩效的影响，选用了25家农业上市公司作为样本，以加权净资产收益率为被解释变量，资产负债率，前十大股东持股比例为解释变量，总资产自然对数，营业收入增长率为控制变量。。。但是进行多元回归后，变量的P值全部大于0.05啊，数据都是从同花顺里面提取的，是行业问题吗，做不了实证部分了，论文前面部分白写了，有没有大神可以解答一下。。。万分感谢,统计
"1?2??3
??4?5??6
??7?8??9
我有这样一个数据，想要每个节点都相乘，例如1*2*3；1*2*6；1*2*9；1*5*3;1*5*6;1*5*9;1*8*3,；1*8*6；1*8*9；4*2*3；4*2*6,；4*2*9；4*5*3，4*5*6;?4*5*9；4*8*3;4*8*6;4*8*9;7*2*3；7*2*6;7*2*9;7*5*3;7*5*6；7*5*9；7*8*3;7*8*6;7*8*9。我想用R语言一次性把这些相乘的结果都算出来，不知道有没有这样的包？或者哪位大侠指点一二，帮我编一遍这个命令？",统计
SPSS中哪个函数相当于excel中的&或者concatenate？,统计
我想请问SASBASE和EG它们之间的优劣势分别在哪？大家知道么?,统计
请问弄sassql过程怎么给查询到的未知个案数目添加序号？,统计
城市规模分布的Zipf指数值与首位度之间有什么必然关系吗？Zipf指数值越大，首位城市规模越大，那么是不是应该认定其首位度大于2呢？,统计
如何用EMS软件做DEA分析、超效率DEA分析以及malmquist-DEA分析，求教程~,统计
我想问一下，相关性分析主要是要证明什么啊？为什么有的文章证相关性分析时加因变量，有的相关性分析就不加因变量。到底相关性分析时加不加因变量啊？,统计
因变量（观测变量）为二分变量或者有序变量，能否做多变量方差分析？,统计
python在大数据中起什么作用？是数据清洗吗？,统计
做房产项目数据分析都分析什么，需要学习哪些知识或者用什么分析工具？,统计
对预测连续变量用什么算法？除了一般的线性回归，一般预测分类变量的算法都好多，bp，svm等等都是的，但是感觉预测预测连续变量的却没有。,统计
"在stata中如何删除某一年份所有的观测值
在stata中如何删除某一年份所有的观测值
如题，我的统计数据中，所有的信息（除了marketcapital和dividendpershare）都是从2006到2014，只有这两个是从03年开始，所以很多03-05的间的是空的，如何删除03-05年所有的数据.
",统计
"急求样本量的计算方法？！
一个疾病的发病率是20%，做一个病例对照研究，怎么计算出所需的样本量是多少？？？或是还需要别的指标才能计算???求高手指点，十分感激。。。",统计
"这边想做内控与财务数据相关性的回归分析，选择的解释变量是以COSO5要素为基础对二级指标赋值加总得出的指数：

Y1-Y6是被解释变量

这边对解释变量X的取值有些茫然，求思路？非常感谢！！",统计
时间序列已经消除了自相关异方差如何修正残差一定要服从正太分布吗,统计
请问各位大神，如何用逻辑回归计算权重？急求各位解答，谢谢！,统计
"我在写一篇毕业论文，其中有一个很关键的步骤是将数据合理分组，此数据在STATA处理后如下





0-10代表的是电影评分（如豆瓣），每个柱的宽是0.3.

因为是论文，而且是关键数据，请问各位如何合理的将其分成三组。谢谢啦~！！",统计
请问SAS怎样连接到Oracle数据库，需要怎样设置,统计
求助大侠，箱式图做出来后很多离群值和极值，该怎么处理啊,统计
"Eviews面板数据的协整检验里ADF都过了，但是有一个PANEL-V-的很高，有影响吗？还是协整吗？


还有再问个傻问题，如果只差分也平稳，取了对数也必须差分一次才平稳，而且取完对数模型的拟合优度比不取对数的低得多，是不是就不要取了。（被解释变量单位是贷款数额，解释变量是利率和贷款数额（这一项已经和被解释变量统一了单位）",统计
"如何求GARCH(1,1)模型转移密度导数呢？",统计
如何用SAS做数据中值滤波处理？,统计
如何实现疏系数arima拟合？,统计
"NOTE:SQLStatementused:
realtime0.09seconds
cputime0.09seconds
NOTE:SQLStatementused:
realtime0.10seconds
cputime0.05seconds
上面是运行两个ProcSQL后,SASlog里面显示的程序运行时间.请问,是哪个程序运行时间短?Realtime和cputime的区别是什么?
",统计
SAS中用于多元假设检验和联合置信区间的过程是哪一个？,统计
SPSS19.0中k-s检验p值<0.05，数据是正态分布吗？,统计
请问怎么求行业绩效的中位值水平，万分感谢,统计
"如果一个序列Y为一阶自回归，Y(t)=a1*Y(t-1)，那么1单位的当期冲击对Y的持久积累影响为1/(1-a1)。这个我知道。

如果一个序列Y为二阶自回归：Y(t)=a1*Y(t-1)+a2*Y(t-2)，那么，1单位的当期冲击对Y的持久积累影响为多少？我看一个结果说是，1/(1-a1-a2），对不对呢",统计
"如果一个序列Y为一阶自回归，Y(t)=a1*Y(t-1)，那么1单位的当期冲击对Y的持久积累影响为1/(1-a1)。这个我知道。

如果一个序列Y为二阶自回归：Y(t)=a1*Y(t-1)+a2*Y(t-2)，那么，1单位的当期冲击对Y的持久积累影响为多少？如果一个序列Y为二阶自回归，Y(t)=a1*Y(t-1)+a2*Y(t-2)，那么1单位的当期冲击对Y的持久影响为多少？我看一个结果说是，1/(1-a1-a2）。我觉得不对",统计
"请问有哪位同胞搞过CDISC标准！！！！就是根据CDISC里的LIST：SDTM,ADAM等等的标准进行数据整理。

如果有，请留下QQ或微信联系方式！！非常感谢啊",统计
"我用R语言取了一个数据框。行名称分别是国开、超AAA、AAA、AA+，AA；列名称分别是1、3、5、7。数值是收益率。现在我想每行画一条折线图，x值就是列名，y值就是数据，一共5条。貌似R中没有相关的命令啊。如果画柱状图有barplot就OK，但是折线图好像要一条一条画，真麻烦。有没有高手能指导一下！谢谢啦！
1357
国开2.4262.85083.07683.2598
超AAA2.77723.04193.20013.4703
AAA2.8343.07813.30693.5951
AA+3.0243.39813.68694.0351
AA3.4743.86814.2769NA",统计
"X～P(λ)，有样本X1,X2,...Xn.样本均值的分布。谢谢",统计
CHFS数据，因缺失值删除一定量cases后还能（需要）使用抽样权重变量么？谢谢！,统计
如何将潜在类别变量与排序Logit模型结合起来，数据应该整理成什么样式呢？？？,统计
稳健性检验，先做了基本多元回归，后用GLS做了面板回归的稳健性检验，符号及显著性与原检测结果一致，但是系数有比较大的差别，要紧吗,统计
现正在做土地市场的影响因素分析，主要用的是空间经济计量模型，但是是个初学者，能否有人帮忙教一下，数据都有，必有重谢！1205540397@qq.com,统计
本科论文实证分析，结果关键变量不显著，请问该怎么解决啊？,统计
"两对数之差可用作比例变化的近似值如何证明
log(x1)-log(x0)≈(x1-x0)/x0=&#8710;x/x0，我很愚钝，请大家帮忙用微积分证明下",统计
想请问一下这两张图，哪个解释差异比较好，分别如何解释，谢谢了,统计
"二次多项式回归方程，已知因变量范围，求自变量范围，例如:y=a+b*x1+c*x2+d*x3+x1*x1+x1*x2+x1*x3+x2*x2+x2*x3+x3*x3,求当y大于等于某个值时，X1，X2，X3在95%置信区间内的取值范围。

用SAS该如何实现，求各位大神解惑！！！！",统计
请问设计问卷时使用李克特5级量表好，还是7级量表好呢？哪种后期数据处理更加方便呢？,统计
设计有关内部控制的调查问卷时直接引用企业内部控制规范设计问题，还要不要做探索性因素分析，效度和信度分,统计
求助eventstudy的数据处理问题，由于各公司的事件日不同怎样统一提取事件窗口的数据呢？万分感谢！,统计
"eviews中，我想做协整，但是在做到makeequation时，我不明白这个makeequation作用是什么，主要参数怎么设定？求大神指点，拜托了。
",统计
"面板数据的交互项系数该怎么解释，解释变量有3个，x1,x2,x12，其中x12是取对数且去中心化后的x1及x2的乘积，问题是X1和X2的系数都是正的，但是X12却是负数，三个都是显著的，我该如何解释交互项的负数系数。请会的同学老师帮忙，谢谢了！",统计
如上图是我论文中的回归结果，参照组是不借款。我的疑惑是如果我不探求系数导致的具体概率，只探求这些系数的正负号导致的结果是否可行？比如年龄这个指标，在正规借贷里面系数为负号，能否说明年龄越大，农户越不选择从正规渠道借款呢？谢谢各位帮助，如果您有好的相关链接，也请您发出来，让我继续学习，谢谢！,统计
请问在stata中虚拟变量怎么进行主成分分析呢，我在一篇论文里看到作者用四个变量衡量管理层权力，有给这四个变量设置8个虚拟变量，比如持股是1，不持股是0这样的，然后对着八个变量进行了主成分分析，哪位大牛帮忙解答一下虚拟变量怎么做主成分分析呢？,统计
"比方说我现在有个表格，一列十格，共一百列。所有数为1-100整数。我想要统计所有和5在一行的出现的每个数字次数，和5的下一行每个数字出现次数。谁能给我个大概用什么函数和思路

R或者SPSS或者excel哪种方法实现都可。


",统计
"做因子分析的时候,问卷设计有4个维度,但是用主成分分析特征值大于1提取的话只有两个，该怎么办？",统计
"第二产业对第二产业消耗系数1.45如何解释，消耗第二产业的价值超过第二产业生产的，觉得解释不通，希望大家给予帮助！！
",统计
请问各位大咖，sas如何把某一变量的几个类别对应的前两个最大值提取出来，重新合并？,统计
"
已有的数据做了多元线性回归模型，现在预测一个值y，求一个预测区间，实际值落在这个预测区间？怎么算，",统计
数据缺失该怎么办，跑回归但是其中一个重要解释变量是09年以前的数据，而其他变量是09年至13年的。这种情况该怎么处理？？？,统计
请问各位大神，如果想分析两个被解释变量，如何在共同的解释变量作用下，达到帕累托最优，能否构建相关的计量模型来进行分析？,统计
目前找到了北京市空气质量的数据，其中有十几个监测点，指标有AQI、SO2、NO2、PM2.5、PM10。时间是13-16年每小时都有检测数据。想用来写毕业论文。不知应该如何定题请指教,统计
描述性统计分析中出现极端异常值该如何处理？,统计
Winsteps中的exam1里面项目的分数只有0和1，而我现在项目里面分数有0~4，有的是0~2，应该怎么改？,统计
调查问卷结果进行回归分析：请问各位大虾，怎么用spss做问卷结果的回归分析、T检验F检验？小弟现处理一份问卷，题项1-5为被调查者基本信息；题项6-10为潜自变量X1的5个题项；11-15为潜自变量X2的5个题项；16-20为潜自变量X3的5个题项；21-25为潜被解释变量的5个题项，请问怎么用spss做回归分析、T、F检验？跪谢！！,统计
"SAS如何把年月格式日期转为数字？

比如‘1997-01’年月格式（不是年月日）改为数字？搞了好久没有结果。yymmd7input好像不认识。",统计
请问进出口面板数据中的美元应该用什么变量进行价格调整呢？比如gdp用平减指数，收入用cpi等。。谢了,统计
假设因变量为y，自变量包括城乡（urban）、X1、X2，想分析y存在城乡差异的影响因素，于是建立3个模型，模型一只有城乡，模型二在模型一的基础上加入X1，模型三在模型二的基础上加入X2。分析后，模型一、二、三城乡变量的OR值分别为OR1、OR2、OR3，统计学检验P<0.01。比较发现，OR1<OR2<OR3≈1，但是三者的置信区间却是重合的。那么，这种情况下，还能说X1、X2一定程度上造成了城乡差异吗？,统计
"请问r做极大似然估计如何得到参数的标准差呢？
",统计
用772家上市公司2013年的相关数据做了一个logit模型，现在想把2014年这772家的数据代入拟合好的模型看预测值和实际值的差异，请问如何实现？,统计
SFA模型中的第二阶段Ｘ*ｎｉ＝Ｘｎｉ＋［ｍａｘ（Ｚｉβｎ）－Ｚｉβｎ］＋［ｍａｘ（Ｖｎｉ）－Ｖｎｉ］，这个中括号里面的东西到底怎么求么，对于MAX这个指示不明，在FRONTIER里面哪个输出能看到这个结果啊,统计
请问什么是TCARR模型，有什么用？,统计
在R中如何做状态空间模型的参数求解和检验，程序是怎么样的？谢谢！,统计
当一列数据的标准差大于平均值时，意味着数据比较离散，但是我想把这列数据按照平均值加减标准差进行划分，此时平均值小于标准差，还按照那个想法划分的话，就不现实。我想问一下，这个划分的思路对不对？如果不对，有什么更好的建议吗？谢谢了！,统计
请教，当一列数据的标准差大于平均值时，意味着数据比较离散，但是我想把这列数据按照平均值加减标准差进行划分，此时就不现实。我想问一下，这个划分的思路对不对？如果不对，有什么更好的建议吗？谢谢了！,统计
"我现在有一组面板数据，已经做了固定效应回归。研究只关心方程中特定的一个系数。固定效应假定这个系数不随时间变化，是唯一的（time-independent）。我还想做一个这个系数随时间变化，time-dependent的回归作为补充，就像下图的回归3中的RD/A那样

请问实现这样的回归的命令是什么",统计
初学。。。不知道省级面板数据怎么导入到stata里面，成为一个stata文件，数据有全国31各省，13年的n多变量的数据，求详细指导……好人有好报。。。,统计
李克特度量表做平均分，这个是直接比大小还是数字本身可以带入该量表中解读呢？,统计
"新财富明星分析师数据如何变成年度、分析师姓名两列求高手指点stata如何实现？
原始数据是证券公司、多位分析师名字在一个单元格内的按截取字符串方法没拆明白
多谢大师指点！！！！！！",统计
国内做风控的企业有哪些，利用数据分析、建模技术测算信用风险这种,统计
"?请问我用AMOS计算路径后，有个残差方差为负，且有2个标准化后的路径系数大于1，是怎么回事儿，怎么解决，谢谢！路径图如下：

路径图.doc",统计
"DCC-GARCH,拟合ARMA消除自相关后，怎么建模garch（1,1），和DCC-garch？(Eviews处理）

为什么我用Arma消除完自相关后，再建模garch（1.1）用的反而是Arma前的数据，Arma白做了。那DCC的话，又要怎么处理。谢谢！",统计
请问结合此vecm模型怎么写出带系数的协整方程呢？而且方程系数的正反代表什么意思呢,统计
"大家好，毕业论文里因变量用李克特量表进行态度的测量（1-4分，完全不赞成到完全赞成），然后每个因变量（例如A)下面分了若干个题目（A1,A2,A3)，这时候把A1,A2和A3的得分加总，还是求他们的均值来代表维度得分呢？",统计
事件研究法的t检验：已算出AAR和CAAR，怎么进行t检验，每一个值都对应一个t值呢？求帮助~急,统计
在一个有财务指标和非财务指标的指标体系中，非财务指标无法获得真实数据，有论文是用随机数据模拟来代替不可获得的指标数据，这种模拟的科学依据是什么？具体怎么用统计软件来实现？,统计
"如何使用spss分析2组数据差异？
我想用spss软件分析3种不同的调查方式对调查的结果有无影响，请问改用什么分析方法？希望能具体点，小弟spss还不熟练。。。烦请大神不吝赐教。。。。",统计
做时间序列拟合，adf检验是平稳的，但拟合之后的残渣总是无法通过诊断检验，这时候应该如何考虑？,统计
spss里如何根据各省数据在中国地图上体现？,统计
"你好我想问一下面板数据被解释变量是一阶平稳的解释变量是平稳的可以做协整检验吗？
",统计
"择期的远期交易是指：双方约定在最后交割期之前，买方可以在任意时间以约定价格购买商品，进行交割；但是到了最后交割日，买方必须行权（这和美式期权不一样，美式期权在到期日可以放弃行权）。请问老师，这种现货择期交易如何定价？是看成美式期权+远期交易的复合吗？那这个怎么复合怎么定价呢？多谢各位解惑了
",统计
问卷预测只检验了信度，删除几题后信度很高；然后检验KMO值以及球形检验都合格之后可以直接用于实测吗？,统计
各位大神！！几个指标单独计算变异系数的时候随时间增长变异系数都是越来越小，采用熵权法合成之后再计算变异系数为什么变异系数越来越大了？？,统计
"请教！！投入主导型有没有产出松弛变量值？
用deap做dea分析，如果选取投入主导型，是不是就应该没有产出松弛变量？为什么用的例题里面还有数值呢？",统计
我需要求一个C-D生产函数的拟合，因为不会用Eviews，我用excel求得了一个多元拟合函数，这个和Eviews求得的C-d生产函数，是否一致，我能用exce求得函数作为C-D生产函数吗？谢谢！,统计
面板数据中的变量某些观测值为O的算不算是非平衡面板数据？还是说这种就是缺失值？,统计
学习金融相关编程顺序？因为本身为经济本科毕业生，刚进入社会，想充实自己把过去打混的部分捕回来，主要想学VBA、R、C或者说该从啥开始学可以比较快速,统计
在生存分析中，对于generalizedtypeⅠcensoring，这类数据，适用于progressivetypeⅠcensoring的方法，例如K-M等，还试用吗。,统计
请问各位师兄师姐们，使用coplot分段函数分段，但是却不知道分段具体节点的数是多少，所以想问问有没有其他的函数能分段，且知道分段的节点是多少,统计
1、判断模型是属于固定效应模型，进行回归后可以再用工具变量法消除内生性吗？2、本模型中解释变量比较多，是否可以对单独的某一解释变量做工具变量法？拜托各位大神给解决下呗,统计
repeated??measures?design?with?pairwise?comparisons?(including?a?Bonferroni?adjustment?for?multiple?comparison)?for?the?F1?analysis?(with?subjects?as?random?variables)?and?a?MANOVA?for?the?F2?analysis?(with?items?as?random?variables)?实验共3个变量，被试间一个变量两个水平，项目两个变量各三个水平,统计
R语言安装fpc包时出现错误：Error:'namespace:stats'没有出口‘sigma’这个对象，求大神解答如何处理，thx！,统计
"电话号码有分类，主要是特殊电话号码，例如尾号8888，包含3连号以上，数字8的数量较多等等，跪请大神指导一种分析方法或数学模型
",统计
我做了一交叉分组两因素无重复观察值的方差分析，设置了两个因素：浓度（四个水平）和时间（三个水平），方差分析得出浓度和时间对结果都是差异显著的。接着做多重比较时，得出了500g/ml和1000g/ml的浓度间两两比较是显著的，我想咨询一下大家这是什么意思？浓度与浓度间显著表达的意思是什么？谢谢大家,统计
"我在使用R对原油名义价格进行VAR建模时，使用的参数是原油实际价格的Logdifference和CPI的logdifference，最后再使用实际价格乘以CPI来获得原油名义价格，请问有什么办法在不改变参数的前提下直接对于名义价格进行预测呢？

先谢谢大家啦，这个问题困扰了我很久了！！",统计
一个解释变量为哑变量，多个控制变量，想研究解释变量与被解释变量的关系，是用多元回归分析还是什么分析,统计
高管薪酬在年报的哪个位置？详细的，急求指导！可以给论坛币！,统计
excel中的回归拟合是最小二乘拟合吗？,统计
"求在stata中如何用C-score模型计算稳健性？求操作步骤和命令。具体问题如下：
Basu的会计稳健性模型是：
EPS/P=β1+β2*DR+β3*R+β4*DR*R+ε式子①
（注：其中，P代表公司上年度的收盘价；R代表股票收益率；当R>0时，DR=0；当R<0时，DR=1.）

G-Score=β3=μ1+μ2*Size+μ3*Lever+μ4*MB式子②
C-Score=β4=λ1+λ2*Size+λ3*Lever+λ4*MB式子③
将②和③式代入①式，分年度回归，可以得到μ1μ2μ3μ4，和λ1λ2λ3λ4。然后将λ1λ2λ3λ4代入③式，可以得到C-Score，即公司层面会计稳健性的程度。
",统计
双变量对结果的影响程度，如何用函数进行表示，并用图表展示。,统计
成本费用粘性研究，为啥不针对个别企业或行业来研究？目前多数是针对上市公司、制造业公司研究？,统计
在最近的一篇论文里面我想检验换手率、股价、利率水平这三者之间的关系。最后想论证的结论是换手率和股价密切相关，但是利率水平和换手率之间的关系不大。是不是可以通过建立var模型，然后得到利率水平和换手率之间不存在格兰杰因果关系来说明。还有就是脉冲分析之后如果我设定的4-5期收敛是不是也能够得到这个结论。,统计
小弟stata新手，请教论坛上各位大神们一个问题：已经把事件研究法事件窗内的每天的AAR算出来了，怎样对其进行t检验，并按下列形式输出：,统计
"建立了一个双对数回归模型：ln(Yt)?=β1+β2ln(Xt)+μt（Y是人均收入，X是教育投入）。进行回归后，结果是如图。通过DW检验表，dL<DW<dU,这样无法确定自相关了对么？后面我该怎样检验修正，最终得出有效的回归模型呢？得到β2。请各路大神指点。






",统计
如何用stata解决fama三因子分组问题？即根据6月规模分为2组，根据12月账面市值比分为3组？,统计
请问确认skewness的类型需要哪些数据，计算过程是怎么样的呢,统计
"我有一些数据，公共教育投入、GDP、人均收入、人均支出，想分别分析公共教育投入与GDP、公共教育投入与人均收入、公共教育投入与人均支出之间是否具有相关性，倘若相关性大，就分析每%的公共教育投入变动分别对GDP、人均收支的影响。大概就是这样，是用SPSS做还是Eviews做比较好呢，请教各位大神，我没有这方面的基础
",统计
Hsieh三阶矩检验主要是用来检验序列具有哪种形式的非线性结构（相加或相乘结构），但是我不太明白该检验的实质，有哪位大神可以具体解释一下Hsieh三阶矩检验吗？万分感谢！！！,统计
"对于一张用户信息表，对应的是客户的操作内容（如点击特定标签，登录，退出等），和操作的具体时间。
可以通过这些内容得出用户的活跃度么？
有没有相关的函数或实现方法？


",统计
SPSS大虾们看这里看这里遇到数据对比两组不同年龄段人喜好做独立样本T检验时，t值有些为负数？这是什么意思呢？每一题的两组年龄段的MEANVALUE显示为2.3，3.1这个直接比大小还是对应到原题看选项呢？,统计
大家好，我有各省2000年至2013年农民平均收入，想用它在MATLAB中建立一个经济距离加权矩阵，不知道如何操作，此外如果空间距离加权矩阵和经济距离加权矩阵，要放在一起，构建一个总的加权矩阵，如何做呢？望各位这方面的专家指教，非常感谢。,统计
